日期,憲基金,憲美股,憲台股,萱基金,萱美股,萱台股,傑基金,傑美股,傑台股,文基金,文美股,文台股
2026-09-14,0,0,0,5658962,112672,127421,0,0,0,0,0,0
2026-09-15,5909728,574937,714128,5658962,112672,127421,14872465,371603,409361,14690204,384992,327675
